timeStamp,*.*..www00...www.denominator,us-east-1.*..cloudfront00...cloudfront.monolith,us-east-1.*..webserver-elb00...webserver-elb.elb,us-east-1.zoneA..webserver09...webserver.monolith,us-east-1.*..appserver-elb00...appserver-elb.elb,us-east-1.zoneB..appserver04...appserver.monolith,us-east-1.zoneB..rdsmysql01...rdsmysql.store,us-east-1.*..content-s300...content-s3.store,us-east-1.zoneB..webserver10...webserver.monolith,us-east-1.zoneA..rdsmysql00...rdsmysql.store,us-east-1.zoneB..webserver01...webserver.monolith,us-east-1.zoneA..appserver03...appserver.monolith,us-east-1.zoneA..webserver06...webserver.monolith,us-east-1.zoneC..appserver02...appserver.monolith,us-east-1.zoneB..webserver07...webserver.monolith,us-east-1.zoneA..webserver00...webserver.monolith,us-east-1.zoneA..webserver03...webserver.monolith,us-east-1.zoneA..appserver00...appserver.monolith,us-east-1.zoneB..appserver01...appserver.monolith,us-east-1.zoneC..webserver11...webserver.monolith,us-east-1.zoneB..webserver04...webserver.monolith,us-east-1.zoneC..appserver05...appserver.monolith,us-east-1.zoneC..webserver08...webserver.monolith,us-east-1.zoneC..webserver02...webserver.monolith,us-east-1.zoneC..webserver05...webserver.monolith,tag
159,0.133,0.089,0.116,0,0.056,0,0,0.014,0.09,0.005,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0
160,0.147,0.1018,0.113,0,0.054333333,0.028,0.01,0.0115,0,0.005,0,0,0,0,0,0,0.0895,0.024,0.018,0,0,0,0,0.08,0,0
161,0.17175,0.117,0.121,0,0.0535,0,0.007,0.008,0,0.007,0,0,0,0.023,0,0,0,0,0.023,0,0,0,0,0,0.093,0
162,0.08,0.067333333,0.111,0,0.054,0,0,0.0105,0.085,0.007,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0
163,0.151333333,0.105,0.108,0,0.047,0,0.006,0.011,0,0.005,0,0,0,0,0.078,0,0,0,0.02,0,0.081,0.021,0,0,0,0
164,0.071333333,0.025333333,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,30.1966,30.1334,50.16866667,0,50.107,0,0,0.0085,0.098,0.007,0,0.022,75.162,0,0,0,0,0.024,0,0,0,0,0,0,0,1
166,0.1492,0.1004,0.119333333,0.082,0.057666667,0,0.006333333,0.0085,0,0,0,0,0,0.026,0,0,0.086,0.022,0.02,0.105,0,0,0,0,0,0
167,0.076,0.0275,0,0,0,0,0,0.01125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0.1015,0.066666667,0.107,0,0.054,0.026,0.009,0.009,0.083,0.011,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0
169,0.204,0.12125,0.116,0,0.058333333,0.025,0.009,0.008,0,0.0075,0.102,0,0.089,0,0,0.085,0,0,0.023,0,0,0,0,0,0,0
170,0.11325,0.057,0.106,0,0.047,0,0.005,0.009666667,0,0,0,0.02,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0
171,0.172,0.1295,0.129,0.077,0.066666667,0,0.008,0.008,0,0.005,0,0,0,0,0,0,0,0.02,0.019,0,0,0.028,0.123,0.099,0,0
172,0.0775,0.027,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0.13075,0.086,0.1085,0,0.0525,0,0,0.0095,0,0.006,0,0,0,0.02,0.084,0,0,0,0.022,0.078,0,0,0,0,0,0
174,0.123,0.077,0.097,0,0.04,0,0,0.012,0,0.003,0,0.016,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0
175,0.111333333,0.063666667,0.097,0,0.043,0,0.006,0.007,0,0,0.074,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0.11325,0.05975,0.112,0,0.053,0,0.008,0.009666667,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0.023,0,0,0,0
177,0.066,0.025,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,42.85125,42.783,85.4995,0,85.336,0,0,0.01,0,0,0,100.174,0,70.172,0,70.248,0,0,0,0,0,0,100.61,0,0,1
179,8.3468,8.2876,10.31,0,10.20275,0,0.011,0.014,0,0,10.489,0,0,0,0,0,0.068,0.023,10.401,0,0,30.191,0.095,30.469,0,0
180,0.1018,0.0314,0,0,0,0,0,0.01,0,0.0495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0.202,0.153333333,0.118,0,0.058,0,0.008333333,0,0,0,0,0.026,0,0.027,0,0,0,0,0.019,0.102,0.073,0,0.101,0,0,0
182,0.13675,0.09075,0.117,0,0.056,0.023,0.007,0.009,0.087,0,0,0.021,0,0,0.092,0,0,0,0,0,0,0,0,0,0,0
183,0.065666667,0.026,0,0,0,0,0,0.009666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0.071333333,0.026333333,0,0,0,0,0,0.009666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0.1625,0.11325,0.109333333,0,0.052666667,0,0.007,0.015,0.083,0.005,0,0,0,0,0,0,0,0.022,0,0,0,0.021,0,0.082,0,0
186,25.2125,25.1645,50.2625,0,50.187,0,0.009,0.0115,0,0,0,0,0,0,0,0,50.2335,0,0,0,0,0.025,0,0,0,1
187,0.174,0.1215,0.119333333,0,0.059666667,0,0.0065,0.01,0,0.006,0,0,0,0.02,0,0.089,0,0,0,0,0.115,0,0,0,0.077,0
188,4.2208,4.1688,6.878666667,0,6.795666667,0,0.022,0.0075,0,0.008,0,0.0415,10.2275,0,0,0,0.099,0,0.0255,0,0,0,0,0,0,0
189,0.105333333,0.059333333,0.09,0,0.044,0,0,0.0105,0,0.012,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0.069,0
190,0.1285,0.082,0.103,0,0.051,0,0.005,0.007,0,0,0,0.02,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0
191,0.141,0.0875,0.112,0,0.052,0,0,0.01,0,0.011,0,0,0,0,0,0,0,0,0.024,0,0,0,0.086,0,0,0
192,0.163,0.1135,0.149,0,0.086,0,0,0.014,0,0.007,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0.122,0
193,0.1318,0.081,0.127,0,0.06,0.025,0.009,0.007,0.092,0.005,0,0,0,0,0,0,0,0,0.021,0,0,0,0.1,0,0,0
194,0.17475,0.1275,0.123333333,0,0.059666667,0,0.009,0.008,0,0.007,0.093,0.023,0,0,0,0,0.091,0,0.028,0.101,0,0.023,0,0,0,0
195,0.1675,0.1185,0.113333333,0.091,0.056,0,0.007,0.012,0.086,0.008,0,0,0,0.027,0,0.09,0,0,0.019,0,0,0,0,0,0,0
196,0.12525,0.0805,0.1,0,0.0455,0,0,0.008,0.07,0.0065,0,0,0,0,0,0,0,0,0.013,0,0,0.017,0,0,0.086,0
197,45.33075,45.27225,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,0.068,0.023666667,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0.124,0.0778,0.197,0.072,0.1055,0.049,0.022,0.010666667,0.155,0.014,0.114,0,0,0.017,0,0,0,0.048,0,0,0.223,0,0,0,0,0
200,0.1355,0.0845,0.114,0,0.053,0,0,0.006,0,0.005,0,0,0.091,0,0,0,0,0,0,0,0,0.02,0,0,0,0
201,0.1634,0.1188,0.1065,0,0.05175,0,0.0085,0.007,0,0,0,0,0,0.024,0.091,0,0.085,0.021,0,0.083,0,0.023,0.064,0,0,0
202,0.137,0.085,0.108,0,0.056,0.024,0,0.007,0.083,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0.4105,0.2065,0.274,0,0.165,0,0.018,0.011,0,0,0,0,0,0,0.228,0,0,0,0,0,0,0.055,0,0,0,0
204,0.1402,0.0914,0.108333333,0,0.048,0.014,0.005,0.0065,0,0.0055,0,0,0.086,0,0,0,0.074,0,0.021,0,0.083,0.02,0,0,0,0
205,0.21025,0.16325,0.12925,0,0.05275,0,0.011,0,0,0.0085,0.117,0.016,0,0.028,0,0,0.067,0.025,0.025,0,0.113,0,0,0.093,0,0
206,0.124666667,0.073,0.12,0,0.056,0,0,0.0135,0.091,0.011,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0
207,0.1565,0.0895,0.114,0,0.056,0.026,0.009,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0
208,75.247,75.19225,150.324,0,150.262,0,0,0.0085,0,0.005,0,0,0.085,0,0,300.512,0,0,0.019,0,0,0,0,0,0,1
209,36.84883333,44.1492,73.53333333,0,73.469,0.017,0.008,0.0095,0,0,220.349,0,0,0,0.0815,0,0,0,0.023,0,0,0,0,0,0,0
210,0.19,0.085,0.112,0,0.051,0.022,0.007,0.007,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0
211,35.294,35.243,35.21075,0.079,35.14875,0.02,0.005,0,140.468,0.0065,0.097,0.021,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0
212,0.0936,0.0484,0.101,0,0.051,0,0.004,0.00975,0,0,0,0,0,0,0.077,0,0,0.019,0,0,0,0,0,0,0,0
213,0.114666667,0.066666667,0.122,0,0.053,0,0,0.007,0,0.009,0,0.024,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0.128,0.08325,0.1155,0,0.051,0.02,0.005,0.0055,0,0.00875,0,0,0,0.018,0,0,0,0,0,0,0,0.099666667,0.092,0,0,0
215,0.18,0.134,0.104,0,0.052,0,0.005,0,0,0,0,0,0,0.02,0.078,0,0,0,0,0,0,0,0,0,0,0
216,0.134,0.0835,0.107,0.08,0.0495,0,0.005,0.0095,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0.083,0,0,0
217,0.1335,0.092,0.121,0,0.057,0,0.005,0.008,0,0,0.09,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,50.265,50.21466667,150.557,0,0,0,0,0.009,0,0,150.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219,32.682,32.618,130.364,0,0,0,0,0.008333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.34,0,0,0
220,54.559,54.42766667,81.387,0,0,0,0,0.014,0,0,0,0,81.176,0,0,0,0,0,0,0,0,0,0,0,0,0
221,6.779,6.6118,16.3115,0,0.6385,0,0.051333333,0.011,0,0.02,0,0.144,0,0.198,11.375,0,0,0.219,0.601,21.074,0,0.107,0,0,0,0
222,0.189,0.1445,0.1085,0,0.052,0,0.006,0,0,0.005,0,0,0,0,0.093,0,0.073,0,0,0,0,0.021,0,0,0,0
223,0.1472,0.0966,0.11,0.088,0.051,0.014,0,0.0105,0,0.006333333,0,0.024,0.075,0.022,0,0,0,0,0,0,0,0,0,0.077,0,0
224,0.12875,0.083,0.106,0.081,0.052,0,0.011,0.009,0,0.009,0,0.023,0,0,0,0,0,0,0.023,0,0.08,0,0,0,0,0
225,0.101,0.05525,0.109,0,0.058,0,0.006,0.011,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0.086,0,0
226,0.162,0.123,0.092,0,0.045,0,0,0,0,0.006,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0.069,0
227,0.142333333,0.083,0.116,0,0.051,0,0.009,0.01,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0.024,0,0,0,0
228,0.071666667,0.05175,0.097,0,0.045,0,0,0.007,0,0.004,0.073,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0
229,33.79333333,33.736,33.60633333,0,0.126,0,0,0,0,0.0255,0,0,0,0.023,0,0,0,0,0,0,0.092,0.112,0.28,0,0,1
230,0.138,0.086,0.114,0,0.0555,0,0.005,0.007,0,0.011,0,0,0,0,0,0.092,0,0.025,0.02,0.084,0,0,0,0,0,0
231,0.069333333,0.024,0,0,0.095,0,0,0.007666667,0,0.01,0,0.027,0,0,0,0,0,0,0,0,0.141,0,0,0,0,0
232,0.1165,0.06175,0.121,0,0.055,0,0,0.011,0,0.006,0,0,0,0.02,0,0,0,0,0,0.089,0,0,0,0,0,0
233,0.1315,0.083,0.1065,0,0.0525,0,0,0.01,0,0.005,0,0,0,0.019,0.081,0,0,0,0,0,0,0.019,0,0,0.081,0
234,0.114333333,0.067,0.112,0,0.052,0.02,0,0.0085,0.084,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0.2706,0.0984,0.111,0.072,0.055,0.018,0.009333333,0.009,0,0,0.084,0.024,0,0,0,0,0,0.026,0,0,0,0,0.098,0,0,0
236,0.216,0.168333333,0.130666667,0,0.071,0,0,0,0,0.019666667,0.093,0.022,0,0,0,0.094,0,0.043,0,0,0,0,0.129,0,0,0
237,0.15,0.104333333,0.1055,0,0.056,0,0.006,0.014,0,0.014,0.097,0,0,0,0,0,0,0,0.026,0,0.067,0,0,0,0,0
238,0.078,0.025333333,0,0,0,0,0,0.009666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0.1246,0.0774,0.117,0.086,0.0565,0,0.005,0.007333333,0,0.01,0.089,0,0,0,0,0,0,0.02,0,0,0,0.025,0,0,0,0
240,0.193,0.151,0.115666667,0,0.047666667,0,0.0045,0,0.08,0.004,0.083,0.0205,0,0,0,0,0,0.019,0,0,0,0,0,0,0.085,0
241,0.3095,0.26225,0.308333333,0.252,0.064666667,0.032,0.0075,0.007,0,0.011,0,0.0245,0.077,0,0,0,0,0,0,0,0,0,0,0,0.091,0
242,0.0922,0.0476,0.101,0.076,0.044,0,0,0.00875,0,0.004,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0
243,0.112,0.06175,0.12,0,0.058,0,0.008,0.009333333,0,0,0,0.024,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0
244,30.197,37.6555,50.16166667,0,50.107,0.021,0,0.012,0,0.006,0,0,0.086,0,0.089,0,150.236,0,0.021,0,0,0,0,0,0,1
245,0.073,0.092,0.112,0.077,0.047,0,0,0.013,0,0.005,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0
246,0.146333333,0.1008,0.116,0,0.057333333,0,0.011,0.012,0,0.0075,0,0,0.115,0.0245,0,0,0,0.021,0,0,0,0,0.07,0,0.088,0
247,0.076,0.061333333,0.089,0,0.045,0,0,0.011,0,0.007,0,0,0,0,0,0,0.069,0.015,0,0,0,0.029,0,0,0,0
248,0.0895,0.04975,0.109,0,0.042,0,0.004,0.007,0,0,0,0,0.073,0.017,0,0,0,0,0,0,0,0,0,0,0,0
249,0.0755,0.028,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0.1074,0.0676,0.094,0.069,0.0455,0,0,0.011333333,0,0.0065,0,0,0,0.018,0,0,0,0.018,0,0,0,0,0,0.071,0,0
251,77.36666667,77.297,77.23166667,0,77.09633333,80.3,0,0,0,0,0,0,0,60.279,0,0,0,0,0,0,90.545,90.289,80.543,60.484,0,1
252,8.1974,8.1448,40.57,0,40.48,0,0,0.0095,0,0,0,0,0,0,0,40.53,0,0,40.318,0,0,0,0,0,0,0
253,0.159666667,0.110666667,0.1215,0,0.0585,0,0.005,0.009,0,0.007,0,0,0,0,0,0,0,0,0.0235,0.084,0.1,0,0,0,0,0
254,0.196666667,0.1465,0.1155,0,0.0545,0,0.008,0,0,0,0,0,0,0.0225,0.078,0,0.098,0,0,0,0,0,0,0,0,0
255,0.198,0.1555,0.12125,0.099,0.05725,0.022,0.006,0,0,0.006666667,0,0,0,0,0.084,0,0.096,0,0.022,0,0,0,0,0.101,0,0
256,0.195,0.1475,0.112,0,0.057,0,0.007,0,0,0.009,0.082,0,0,0,0,0,0.092,0.022,0.025,0,0,0,0,0,0,0
257,0.1475,0.09925,0.1355,0,0.054,0,0.009,0.0175,0,0,0,0.021,0,0,0,0,0,0,0.027,0,0.08,0,0,0.093,0,0
258,0.320333333,0.267666667,0.3495,0.537,0.2695,0,0.2055,0.007,0,0,0,0.427,0.09,0,0,0,0,0,0,0,0,0.023,0,0,0,0
259,0.073,0.025,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0.081,0.025333333,0,0,0,0,0,0.008666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,50.219,50.17,100.274,0,100.202,0,0,0.012,100.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
263,0.1315,0.0815,0.105,0,0.048,0.013,0.004,0.006,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0
264,0.110666667,0.067666667,0.109,0,0.059,0,0.0085,0.0115,0,0,0,0.026,0,0.022,0,0,0,0,0,0,0,0,0,0.085,0,0
265,0.150666667,0.101666667,0.1055,0,0.0505,0,0.006,0.012,0,0.005,0,0,0,0,0,0,0.0805,0.019,0.019,0,0,0,0,0,0,0
266,0.20225,0.192333333,0.456,0.079,0.05,0,0,0.007,0,0.008,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0
267,0.190333333,0.1145,0.112666667,0,0.051,0.015,0.0055,0.011,0,0.009,0,0,0,0.026,0.099,0,0,0,0.02,0,0.082,0,0.072,0,0,0
268,0.074,0.028,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0.076,0.0265,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0.1135,0.05725,0.103,0,0.049,0,0,0.011333333,0,0.005,0,0,0,0,0,0,0,0.015,0,0,0,0,0.077,0,0,0
271,0.1935,0.1495,0.1185,0.082,0.0625,0,0.008,0,0,0.006,0,0.03,0,0,0,0,0,0,0,0.1,0,0.022,0,0,0,0
272,25.30175,25.24475,0.119,0,0.062,0,0.011,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0.094,0,1
273,47.257,47.18233333,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,10.642,10.436,0.4682,0,0.2754,0.077,0.011,0.007,0,0.012,0.391,0,0.286,0,0,0.332,0,0.1035,0.244,0,0,0.127,0,0.4,0,0
275,0.2162,0.1614,0.1264,0.11,0.0578,0.032,0.006,0,0,0.009666667,0.076,0.023,0,0.023,0.082,0,0.093,0.021,0,0,0,0.02,0,0.109,0,0
276,0.1892,0.139,0.134,0,0.0665,0.0265,0.009,0.007,0,0.014,0.134,0.0275,0.099,0,0,0,0,0,0,0,0.087,0,0,0,0.098,0
277,0.126,0.088,0.126,0,0.067,0,0.004,0.012,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0.013,0,0,0,0
278,0.0995,0.05125,0.087,0,0.039,0,0,0.007666667,0,0.005,0,0,0,0,0,0,0,0.015,0,0,0.062,0,0,0,0,0
279,0.119,0.068,0.113,0.084,0.052,0,0,0.0095,0,0.005,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0
280,0.1,0.071,0.093,0,0.04,0,0,0.006,0,0.005,0,0,0,0,0,0,0,0,0.018,0.068,0,0,0,0,0,0
281,0.196,0.109333333,0.1165,0.085,0.057,0.024,0,0.008,0,0.0085,0,0,0,0.024,0,0,0,0,0,0,0.085,0,0,0,0,0
282,0.223,0.167,0.13,0,0.06,0,0,0,0,0.008,0,0.024,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0
283,75.20225,75.1535,150.254,0,150.1825,0,0.009,0.009,0,0,0,0.018,0,0,0,300.366,0,0,0,0,0,0,0,0.083,0,1
284,0.1075,0.058,0.132,0,0.063,0,0.016,0.006,0.09,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0
285,0.17275,0.12575,0.122333333,0,0.055333333,0,0,0.01,0,0.008,0.087,0,0.091,0,0.084,0,0,0.0225,0.024,0,0,0,0,0,0,0
286,0.118,0.073,0.11,0,0.05,0,0,0.019,0,0.005,0,0,0,0,0,0,0,0,0.019,0,0.084,0,0,0,0,0
287,42.359,52.87075,70.41333333,0,70.30533333,0,0,0.006,0,0.009,0.095,0,0,0,110.536,0,0,0.023,0,0,100.483,0,0,0,0,0
288,20.362,15.20125,20.223,0,20.15533333,0,0.009,0.006,0.082,0.005,0,0,60.398,0,0,0,0,0,0.02,0,0,0.024,0,0.082,0,0
289,0.112333333,0.067666667,0.119,0,0.05,0,0.0215,0.009,0,0.009333333,0,0.10475,0,0,0,0,0,0,0,0,0.082,0.02,0,0,0,0
290,0.16575,0.1215,0.122333333,0.092,0.050333333,0.02,0,0.009,0,0.006,0,0,0.085,0.019,0,0,0,0,0.022,0.101,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,0.1426,0.0954,0.109,0,0.052333333,0,0.005,0.008,0,0.012,0,0.027,0,0.02,0,0,0.083,0.02,0,0.081,0,0,0,0,0.085,0
293,0.1205,0.0785,0.1015,0,0.0525,0.023,0,0.0095,0.074,0.006,0,0,0,0,0,0,0.084,0,0,0,0,0.019,0,0,0,0
294,97.11033333,97.058,145.5025,0,0,0,0,0.007,0,0,0,0,0,0,0,150.396,0,0,0,140.541,0,0,0,0,0,1
295,65.3835,65.337,130.589,0,0,0,0,0.038,130.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,0.081,0.025,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0.0845,0.028,0,0,0.273666667,0.171666667,0.027666667,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0.0804,0.0268,0,0,0,0,0,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0.11075,0.05975,0.114,0,0.051,0,0,0.013,0.084,0.007,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0
300,0.156,0.1095,0.143,0,0.063,0,0.006,0.015,0,0,0,0.022,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0
301,0.14775,0.09425,0.119,0.086,0.05,0.0205,0.006,0.0135,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0
302,0.15925,0.117,0.111,0,0.053333333,0.021,0.0055,0.007,0,0.004,0,0,0.08,0,0,0,0,0,0,0,0,0.019,0,0.0815,0,0
303,0.12775,0.08525,0.1135,0,0.054,0.028,0.0085,0.0055,0,0,0,0,0.085,0.02,0,0,0,0,0,0,0,0,0.089,0,0,0
304,0.13725,0.0845,0.1075,0,0.0475,0.014,0.008,0.0115,0,0.005,0,0.024,0,0,0.081,0,0.075,0,0,0,0,0,0,0,0,0
305,0.084333333,0.03,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0.101,0.05275,0.1,0,0.049,0,0.005,0.006333333,0,0,0,0.018,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0
307,0.087666667,0.029,0,0,0,0,0,0.009333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0.07,0.027,0,0,0,0,0,0.011333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0.0695,0.0255,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0.1966,0.1532,0.1192,0,0.0544,0.0235,0,0,0.082,0.0074,0,0,0,0,0,0,0.093333333,0,0.0215,0,0,0.02,0,0.087,0,0
311,0.074,0.029,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0.105,0.062,0.119,0,0.052,0,0,0.014333333,0,0.005,0.082,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0.058,0.022,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,83.62566667,83.579,250.652,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,16.865,16.81866667,50.364,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0.071,0.0245,0,0,75.224,0.019,0,0.0065,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.283,1
317,0.069,0.021,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,0.1246,0.0774,0.118,0,0.0535,0,0.008,0.008,0,0.006,0,0,0.092,0,0,0,0,0,0,0,0,0.023,0,0.081,0,0
319,0.103,0.037,0,0,0,0,0.02,0.014,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0
320,0.207666667,0.160333333,0.125333333,0,0.058,0,0.008333333,0,0,0,0,0,0,0,0.093,0,0,0.024,0,0.093,0,0.025,0,0.087,0,0
321,0.209,0.158333333,0.122333333,0.0895,0.059,0.029,0.013,0,0,0.005,0,0,0,0,0,0,0,0,0.02,0.095,0,0.021,0,0,0,0
322,0.078,0.024666667,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,0.128,0.073666667,0.126,0,0.064,0,0.009,0.0115,0.093,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,0.10825,0.05875,0.119,0,0.056,0,0,0.01,0,0.005,0,0.023,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0.161666667,0.111,0.127,0,0.0635,0,0.006,0.007,0,0.013,0,0,0,0.031,0,0.112,0,0,0.022,0,0,0,0.085,0,0,0
326,0.120333333,0.071666667,0.119,0,0.049,0,0.005,0.0115,0,0,0.083,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
327,0.38,0.158,0.124,0,0.06,0,0.012,0,0,0,0,0,0.095,0.026,0,0,0,0,0,0,0,0,0,0,0,1
328,10.31,6.853333333,20.422,0,20.34,20.269,0,0.0125,0,0,0,0,0,0,0,20.381,0,0,0,0,0,0,0,0,0,0
329,0.26,0.199,0.16,0,0.067,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0.025,0,0.11,0,0,0,0,0
330,0.0845,0.02975,0,0,0,0,0,0.01125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0.12575,0.06675,0.14,0,0.062,0,0,0.011,0,0.009,0,0,0,0.026,0,0,0,0,0,0,0,0,0.099,0,0,0
332,0.172333333,0.127,0.134,0,0.066,0.033,0.0105,0.007,0,0,0,0,0,0,0,0,0.094,0.024,0,0,0,0,0,0,0.108,0
333,0.1024,0.0538,0.118,0.082,0.051,0,0.005,0.01175,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
334,0.07175,0.02675,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0.185,0.141,0.111,0,0.054,0,0.005,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0.02,0,0,0,0
336,0.119333333,0.071,0.123,0,0.064,0,0.011,0.0085,0,0,0,0,0,0.026,0,0,0.094,0,0,0,0,0,0,0,0,0
337,0.158833333,0.136,0.123,0,0.05625,0.021,0.008,0.008,0.087,0.0075,0.091,0.025,0.085,0,0,0,0,0.026,0,0.093,0,0.023,0,0,0,0
338,0.121,0.05775,0.115,0,0.056,0.026,0,0.013,0,0.011,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0
339,0.1495,0.089,0.111,0,0.049,0,0.006,0.013,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0
